"ias","iats","lpa_profile","CPROB1","CPROB2","CPROB3","kmeans_cluster"
74,43,2,0.282260244534059,0.717112562461083,0.000627193004857815,3
88,49,2,0.136334662103135,0.853833996305778,0.00983134159108666,1
77,60,2,0.00328851314751499,0.859373412451664,0.137338074400821,1
68,37,1,0.604175074586797,0.395783394463157,4.15309500462088e-05,3
63,61,2,0.00118886172703652,0.910847731330532,0.0879634069424315,3
59,55,2,0.00556548538147401,0.9816830680539,0.0127514465646255,3
81,37,1,0.761186035334604,0.238761304428262,5.2660237134098e-05,2
79,49,2,0.0869615194104077,0.90679528457284,0.00624319601675227,1
68,26,1,0.971557475235698,0.0284424100710421,1.14693259465707e-07,3
48,23,1,0.96251873987267,0.0374812403089502,1.98183799817203e-08,3
62,42,2,0.209167220598502,0.790573779308293,0.000259000093205419,3
76,45,2,0.200051082061332,0.798532885482787,0.00141603245588039,3
77,61,2,0.00236881554520642,0.821149780951092,0.176481403503701,1
99,24,1,0.997134580806109,0.00286538163552013,3.75583705916962e-08,2
85,30,1,0.966553858627751,0.0334449760661649,1.1653060835823e-06,2
81,87,3,3.89462843568128e-09,0.00166870463753923,0.998331291467832,1
91,21,1,0.998066800469872,0.00193319293427437,6.59585346555420e-09,2
73,71,3,3.16395251504871e-05,0.232068295677218,0.767900064797631,1
73,54,2,0.0160109752437449,0.963283088599526,0.0207059361567286,3
79,38,1,0.682071201774206,0.317844703278921,8.40949468732937e-05,2
